property_id,property_title,rating,review,description
195,Skynoodle,26,"Removal of Radioactive Element from Esophagus, External Approach","Laceration of muscle, fascia and tendon of triceps, left arm, sequela"
196,Skyble,70,"Repair Left Little Finger, Percutaneous Approach",Contact with hot household appliances
197,Yakijo,38,"Drainage of Right Lower Extremity, Percutaneous Approach, Diagnostic",Trachoma
198,Flashpoint,89,"Drainage of Spinal Meninges with Drainage Device, Percutaneous Approach","Laceration of unspecified blood vessel at wrist and hand level of right arm, subsequent encounter"
199,Yamia,76,"Replacement of Skull with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach","Unspecified fracture of navicular [scaphoid] bone of unspecified wrist, subsequent encounter for fracture with malunion"
200,Riffpath,13,"Drainage of Urethra, Percutaneous Endoscopic Approach, Diagnostic","Other fracture of upper end of right tibia, initial encounter for open fracture type I or II"
201,Edgeclub,92,"Inspection of Pancreatic Duct, Open Approach","Kaschin-Beck disease, wrist"
202,Kazu,68,"Measurement of Products of Conception, Nervous Conductivity, Via Natural or Artificial Opening Endoscopic","Injury of other nerves at hip and thigh level, left leg"
203,Gabspot,69,"Removal of Nonautologous Tissue Substitute from Left Tarsal Joint, Percutaneous Endoscopic Approach",Maternal care for retroversion of gravid uterus
204,Mybuzz,14,"Fusion of Left Shoulder Joint, Open Approach","Displacement of implanted electronic neurostimulator of peripheral nerve electrode (lead), sequela"
205,Dabshots,60,Beam Radiation of Nose using Photons 1 - 10 MeV,"Nursemaid's elbow, right elbow, initial encounter"
206,Tagopia,63,"Revision of Drainage Device in Right Eye, External Approach",Cutaneous and mucocutaneous bartonellosis
207,Centimia,13,"Introduction of Other Antineoplastic into Central Vein, Percutaneous Approach","Other fracture of unspecified great toe, subsequent encounter for fracture with nonunion"
208,Ooba,8,Immobilization of Right Toe using Splint,Other fracture of patella
209,Twitterworks,57,"Introduction of Destructive Agent into Skin and Mucous Membranes, External Approach","Varicose veins of lower extremity in pregnancy, first trimester"
210,Youspan,81,"Release Median Nerve, Percutaneous Approach","Type II occipital condyle fracture, unspecified side, initial encounter for open fracture"
211,Dabjam,73,"Drainage of Right Upper Extremity Bursa and Ligament, Percutaneous Approach",Open wound of forearm
212,Tazzy,78,"Transfer Acoustic Nerve to Abducens Nerve, Open Approach",Lobster-claw left hand
213,Wordpedia,30,"Occlusion of Common Bile Duct with Extraluminal Device, Percutaneous Approach","Maternal care for other abnormalities of gravid uterus, unspecified trimester"
214,Brainsphere,68,"Reposition Cystic Duct, Percutaneous Endoscopic Approach","Maternal care for Anti-A sensitization, third trimester, not applicable or unspecified"
215,Yambee,65,"Revision of Infusion Device in Lymphatic, External Approach","Other injury to person on ground due to air transport accident, sequela"
216,Oyoyo,91,"Excision of Intracranial Artery, Percutaneous Endoscopic Approach",Cardiac arrest of newborn
217,Centimia,21,"Release Cervical Vertebral Disc, Open Approach",Chronic lacrimal mucocele of bilateral lacrimal passages
218,Kamba,42,"Dilation of Face Artery, Bifurcation, with Three Intraluminal Devices, Percutaneous Approach","2-part nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with routine healing"
219,Divavu,6,High Dose Rate (HDR) Brachytherapy of Hard Palate using Palladium 103 (Pd-103),"Unspecified occupant of bus injured in collision with other nonmotor vehicle in traffic accident, initial encounter"
220,Mycat,90,High Dose Rate (HDR) Brachytherapy of Uterus using Iridium 192 (Ir-192),"Displaced fracture of base of neck of unspecified femur, subsequent encounter for closed fracture with delayed healing"
221,Roodel,61,"Drainage of Right Lesser Saphenous Vein, Percutaneous Approach, Diagnostic","Inhalation of steam and other hot vapors, sequela"
222,Realbridge,50,"Division of Lumbosacral Plexus, Open Approach","Other injury to person on ground due to air transport accident, subsequent encounter"
223,Thoughtblab,20,"Bypass Left Internal Iliac Artery to Left External Iliac Artery with Synthetic Substitute, Percutaneous Endoscopic Approach","Accidental discharge from other specified firearms, sequela"
224,Gevee,48,"Removal of Extraluminal Device from Urethra, Via Natural or Artificial Opening","Burkitt lymphoma, spleen"
225,Flashset,17,"Restriction of Anus, Via Natural or Artificial Opening","Cardiac arrhythmia, unspecified"
226,Skyndu,35,"Release Right Radius, Open Approach",Carbuncle of other sites
227,Meemm,89,"Removal of Nonautologous Tissue Substitute from Left Tarsal Joint, Open Approach",Driver of three-wheeled motor vehicle injured in collision with unspecified motor vehicles in traffic accident
228,Camido,96,"Inspection of Omentum, Percutaneous Approach",Other fall from one level to another
229,Youopia,81,"Bypass Jejunum to Descending Colon with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach","Unspecified injury of extensor muscle, fascia and tendon of left little finger at wrist and hand level, subsequent encounter"
230,Innotype,29,"Destruction of Prostate, Percutaneous Endoscopic Approach","Pathological fracture in other disease, right hand, sequela"
231,Rhynyx,80,"Removal of Radioactive Element from Upper Jaw, Percutaneous Approach",Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons
232,Topicware,82,Plain Radiography of Lumbar Arteries using Other Contrast,"Corrosion of third degree of multiple left fingers (nail), including thumb, initial encounter"
233,Twinte,1,"Destruction of Right Hand Subcutaneous Tissue and Fascia, Percutaneous Approach","Laceration without foreign body of unspecified elbow, initial encounter"
234,InnoZ,10,"Insertion of Infusion Device into Left Internal Carotid Artery, Percutaneous Approach",Other paralytic syndromes
235,Edgeclub,26,"Excision of Left Kidney, Via Natural or Artificial Opening","Nondisplaced fracture of second metatarsal bone, unspecified foot, initial encounter for closed fracture"
236,Shuffledrive,88,"Dilation of Right Middle Lobe Bronchus with Intraluminal Device, Via Natural or Artificial Opening Endoscopic","Other specified injury of popliteal artery, right leg, initial encounter"
237,Centizu,55,"Revision of Infusion Device in Right Metacarpophalangeal Joint, Open Approach","Drowning and submersion due to falling or jumping from crushed unspecified watercraft, subsequent encounter"
238,Browsecat,96,"Revision of Autologous Tissue Substitute in Lumbosacral Joint, Open Approach",Bitten by duck
239,Zoomcast,86,"Dilation of Superior Mesenteric Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Open Approach","Other and unspecified malignant neoplasm of skin of lower limb, including hip"
240,Ntag,54,"Repair Left Kidney Pelvis, Open Approach","Striking against or struck by other automobile airbag, initial encounter"
241,Dynava,48,"Resection of Nasal Turbinate, Via Natural or Artificial Opening Endoscopic","Gestational diabetes mellitus in the puerperium, unspecified control"
242,Edgepulse,60,"Removal of Drainage Device from Larynx, Open Approach","Nondisplaced fracture of fourth metatarsal bone, unspecified foot, initial encounter for open fracture"
243,Fadeo,34,"Excision of Right Internal Carotid Artery, Percutaneous Endoscopic Approach","Salter-Harris Type IV physeal fracture of upper end of radius, left arm, subsequent encounter for fracture with nonunion"
244,Linktype,85,"Dilation of Right Internal Iliac Artery, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach","Elevated white blood cell count, unspecified"
245,Zoomdog,48,"Dilation of Left Subclavian Artery with Three Intraluminal Devices, Percutaneous Endoscopic Approach","Nondisplaced transverse fracture of shaft of left ulna, subsequent encounter for closed fracture with nonunion"
246,Dazzlesphere,73,"Reposition Left Lacrimal Bone with Internal Fixation Device, Percutaneous Endoscopic Approach","Nondisplaced fracture of middle third of navicular [scaphoid] bone of unspecified wrist, sequela"
247,Shufflebeat,94,"Excision of Left Adrenal Gland, Open Approach, Diagnostic",Focal hyperhidrosis
248,Kare,99,"Alteration of Right Lower Leg with Nonautologous Tissue Substitute, Open Approach",Driveway of boarding-house as the place of occurrence of the external cause
249,Yakijo,95,"Skin and Breast, Drainage",Other retained organic fragments
250,Meembee,88,"Insertion of Infusion Device into Cervicothoracic Vertebral Disc, Percutaneous Approach",Other superficial bite of unspecified parts of thorax
251,Shufflebeat,60,"Division of Left Hip Tendon, Percutaneous Endoscopic Approach","Corrosions of unspecified ear drum, sequela"
252,Eimbee,30,"Reposition Right Greater Saphenous Vein, Percutaneous Endoscopic Approach","Flail joint, left hand"
253,Zoozzy,82,"Division of Right Sphenoid Bone, Percutaneous Approach","Fall through floor, initial encounter"
254,Youtags,21,"Fluoroscopy of Other Upper Arteries using Low Osmolar Contrast, Laser Intraoperative","Burn of second degree of right hand, unspecified site, subsequent encounter"
255,Twitterbridge,17,"Inspection of Respiratory Tract, Via Natural or Artificial Opening Endoscopic Approach",Unspecified disorder of vestibular function
256,Buzzshare,24,"Release Left Abdomen Bursa and Ligament, Percutaneous Endoscopic Approach",Corrosion of first degree of right foot
257,Realblab,55,"Drainage of Right Lower Extremity, Open Approach","Air embolism following infusion, transfusion and therapeutic injection, subsequent encounter"
258,Flipstorm,28,Packing of Left Lower Leg using Packing Material,Other dislocation of left knee
259,Plajo,77,"Restriction of Left Greater Saphenous Vein, Percutaneous Approach",Other dietary vitamin B12 deficiency anemia
260,Rooxo,9,"Supplement Left Popliteal Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",Posterior subcapsular polar infantile and juvenile cataract
261,Eazzy,34,"Resection of Anus, Via Natural or Artificial Opening",Conductive and sensorineural hearing loss with restricted hearing on the contralateral side
262,Feednation,27,"Revision of External Fixation Device in Right Metacarpal, Percutaneous Endoscopic Approach","War operations involving unspecified effect of nuclear weapon, military personnel"
263,Browseblab,36,"Dilation of Left Colic Artery with Three Intraluminal Devices, Percutaneous Approach",Nondisplaced oblique fracture of shaft of right fibula
264,Dynabox,67,"Fusion of Right Metatarsal-Tarsal Joint with Internal Fixation Device, Percutaneous Approach",Person on outside of car injured in collision with pick-up truck in nontraffic accident
265,Feedfish,14,"Removal of Nonautologous Tissue Substitute from Bladder, Via Natural or Artificial Opening",Anaphylactic reaction due to other fish
266,Shuffledrive,7,"Insertion of Infusion Device into Vagina and Cul-de-sac, Percutaneous Approach","Crushing injury of unspecified thigh, initial encounter"
267,Feednation,88,"Revision of Nonautologous Tissue Substitute in Uterus and Cervix, Percutaneous Endoscopic Approach","Laceration of other muscles, fascia and tendons at forearm level, right arm, subsequent encounter"
268,Babbleopia,66,Beam Radiation of Larynx using Photons >10 MeV,"Legal intervention involving unspecified sharp objects, law enforcement official injured, sequela"
269,Topicblab,13,"Repair Inferior Mesenteric Vein, Open Approach",Other intraretinal microvascular abnormalities
270,Eamia,13,Range of Motion and Joint Mobility Treatment of Musculoskeletal System - Upper Back / Upper Extremity,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye"
271,Vidoo,39,"Extirpation of Matter from Thoracic Aorta, Ascending/Arch, Percutaneous Approach",Nonpurulent mastitis associated with pregnancy
272,Voonix,46,"Bypass Abdominal Aorta to Abdominal Aorta with Autologous Arterial Tissue, Open Approach","Coxa magna, left hip"
273,Kazu,52,"Removal of Synthetic Substitute from Right Metacarpocarpal Joint, Percutaneous Approach","Female genital mutilation status, unspecified"
274,Quatz,92,"Insertion of External Fixation Device into Left Ankle Joint, Open Approach",Acquired atrophy of ovary and fallopian tube
275,Twitterwire,38,"Excision of Common Bile Duct, Percutaneous Endoscopic Approach","Unspecified subluxation of left patella, initial encounter"
276,Camimbo,74,"Reattachment of Left Spermatic Cord, Open Approach",Contusion of right ankle
277,Wikivu,35,"Release Right Lower Leg Subcutaneous Tissue and Fascia, External Approach","Laceration of radial artery at forearm level, unspecified arm, subsequent encounter"
278,Shufflebeat,74,"Insertion of Tissue Expander into Face Subcutaneous Tissue and Fascia, Percutaneous Approach","Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with routine healing"
279,Mydeo,8,"Restriction of Left External Jugular Vein with Extraluminal Device, Open Approach","Displaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
280,Shuffletag,52,"Transfusion of Allogeneic Related Cord Blood Stem Cells into Central Vein, Open Approach","Maternal care for other isoimmunization, unspecified trimester, fetus 1"
281,Chatterpoint,13,"Fragmentation in Accessory Pancreatic Duct, Via Natural or Artificial Opening","Other specified crystal arthropathies, hip"
282,Centimia,63,"Revision of Nonautologous Tissue Substitute in Left Pelvic Bone, Percutaneous Endoscopic Approach","Underdosing of other agents primarily affecting gastrointestinal system, sequela"
283,Youbridge,65,"Resection of Upper Esophagus, Via Natural or Artificial Opening Endoscopic","Foreign body on external eye, part unspecified, left eye, sequela"
284,Quimm,32,"Destruction of Left Internal Jugular Vein, Open Approach",Potter's syndrome
285,Babblestorm,34,"Drainage of Anus, Open Approach, Diagnostic","Scotoma of blind spot area, right eye"
286,Omba,58,"Introduction of Anti-inflammatory into Genitourinary Tract, Via Natural or Artificial Opening","Other ossification of muscle, right thigh"
287,Kayveo,75,"Excision of Right Thorax Muscle, Percutaneous Approach","Newborn small for gestational age, 1750-1999 grams"
288,Jazzy,78,"Alteration of Left Lower Eyelid with Autologous Tissue Substitute, External Approach",Corrosion of second degree of unspecified axilla
289,Trudoo,78,"Removal of Autologous Tissue Substitute from Thoracic Duct, Percutaneous Endoscopic Approach","Frostbite with tissue necrosis of right toe(s), sequela"
290,Oozz,32,"Supplement Middle Colic Artery with Synthetic Substitute, Percutaneous Approach",Burns of other specified parts of right eye and adnexa
291,Vinder,32,"Removal of Infusion Device from Coccygeal Joint, Percutaneous Endoscopic Approach","Displaced transverse fracture of shaft of right tibia, initial encounter for closed fracture"
292,Twitternation,95,"Removal of Nonautologous Tissue Substitute from Female Perineum, External Approach","Other fracture of unspecified talus, subsequent encounter for fracture with delayed healing"
293,Oba,61,"Release Left Upper Lung Lobe, Via Natural or Artificial Opening",Hypertrophy of vulva
294,Browsezoom,35,"Reposition Right Finger Phalangeal Joint with Internal Fixation Device, Percutaneous Approach","Other accident with wheelchair (powered), initial encounter"
295,Tagcat,84,"Insertion of Radioactive Element into Right Ankle Region, Percutaneous Approach","Fistula, wrist"
296,Twitterbeat,76,"Extirpation of Matter from Nose, Open Approach","Preterm labor third trimester with preterm delivery third trimester, fetus 3"
297,Browseblab,8,"Insertion of Infusion Device into Right Hip Joint, Percutaneous Endoscopic Approach","Sprain of left acromioclavicular joint, sequela"
298,Agivu,34,Immobilization of Chest Wall using Splint,"Other fracture of upper end of right ulna, sequela"
299,Brightbean,83,"Repair Right Hand Subcutaneous Tissue and Fascia, Percutaneous Approach",Posterior subluxation of right hip
300,Mudo,56,"Resection of Right Acetabulum, Open Approach",Insect bite (nonvenomous) of foot
301,Twitterbeat,58,"Occlusion of Bilateral Spermatic Cords with Extraluminal Device, Open Approach",Unspecified injury of shoulder and upper arm
302,Yakidoo,27,"Dilation of Left Posterior Tibial Artery with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach","Corrosion of unspecified degree of unspecified hand, unspecified site"
303,Yoveo,17,"Resection of Para-aortic Body, Open Approach","Corrosion of second degree of right axilla, subsequent encounter"
304,Zoomzone,60,Computerized Tomography (CT Scan) of Pancreas,"War operations involving fragments of improvised explosive device [IED], military personnel"
305,Meevee,11,"Drainage of Cervical Vertebral Joint, Percutaneous Endoscopic Approach, Diagnostic","Pedestrian on foot injured in collision with other pedestrian conveyance, initial encounter"
306,Flashpoint,54,"Reposition Right Knee Joint with External Fixation Device, Percutaneous Endoscopic Approach",Foreign body in ear
307,Thoughtblab,98,"Bypass Left Common Iliac Artery to Abdominal Aorta with Synthetic Substitute, Percutaneous Endoscopic Approach",Other specified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes
308,Yoveo,70,"Bypass Right Ureter to Bladder with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach","Nondisplaced transverse fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
309,Feedfish,75,"Revision of Synthetic Substitute in Thoracic Duct, Percutaneous Approach","Hypertrophy of bone, left ankle and foot"
310,Blogspan,74,Beam Radiation of Ileum using Photons <1 MeV,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 30 minutes or less, initial encounter"
311,Kimia,12,"Introduction of Other Gas into Eye, Percutaneous Approach","Poisoning by electrolytic, caloric and water-balance agents, intentional self-harm, initial encounter"
312,Edgeify,90,"Drainage of Spinal Canal, Percutaneous Approach",Rheumatoid myopathy with rheumatoid arthritis of right elbow
313,Meembee,47,"Excision of Right Metatarsal-Tarsal Joint, Percutaneous Approach",Dislocation of unspecified interphalangeal joint of left middle finger
314,Realblab,78,"Dilation of Right Posterior Tibial Artery, Bifurcation, with Three Intraluminal Devices, Percutaneous Approach",Ulceration of vulva
315,Demizz,11,"Release Right Renal Vein, Percutaneous Approach",Malignant neoplasm of vestibule of mouth
316,Topdrive,37,"Removal of Extraluminal Device from Upper Artery, Percutaneous Approach","Poisoning by antidotes and chelating agents, undetermined, sequela"
317,Zazio,100,"Dilation of Left Ureter with Intraluminal Device, Percutaneous Endoscopic Approach","Traumatic rupture of palmar ligament of right middle finger at metacarpophalangeal and interphalangeal joint, initial encounter"
318,Rhycero,2,Visual Motor Integration Assessment using Audiovisual Equipment,Other foreign object in larynx
319,Eayo,80,"Excision of Right Acromioclavicular Joint, Percutaneous Endoscopic Approach","Displaced segmental fracture of shaft of unspecified tibia, subsequent encounter for open fracture type I or II with delayed healing"
320,Brainbox,71,"Dilation of Right Foot Vein with Intraluminal Device, Percutaneous Endoscopic Approach","Other fracture of shaft of unspecified humerus, sequela"
321,Oyonder,32,"Extirpation of Matter from Right Internal Mammary Artery, Percutaneous Endoscopic Approach","Nondisplaced fracture of capitate [os magnum] bone, right wrist, initial encounter for closed fracture"
322,Kaymbo,61,Short Increment Sensitivity Index Assessment,"Displaced fracture of medial phalanx of right index finger, subsequent encounter for fracture with delayed healing"
323,Yodoo,29,"Bypass Middle Esophagus to Duodenum with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic","Legal intervention involving other gas, law enforcement official injured, initial encounter"
324,Thoughtbridge,7,"Revision of Synthetic Substitute in Right Finger Phalanx, Open Approach",Fracture of unspecified part of unspecified clavicle
325,Topicstorm,83,Computerized Tomography (CT Scan) of Right Pulmonary Artery,"Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, initial encounter"
326,DabZ,61,"Revision of Interbody Fusion Device in Cervicothoracic Vertebral Joint, Open Approach","Unspecified fracture of lower end of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
327,Miboo,39,"Introduction of Radioactive Substance into Peripheral Vein, Percutaneous Approach",Chronic follicular conjunctivitis
328,Rhynoodle,92,"Supplement Right Tarsal with Nonautologous Tissue Substitute, Open Approach","Major osseous defect, right shoulder region"
329,Brightdog,96,Computerized Tomography (CT Scan) of Right Scapula using Low Osmolar Contrast,Acute and subacute iridocyclitis
330,Trilia,42,"Repair Right External Ear, Open Approach","Unspecified fracture of lower end of left ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC"
331,Meedoo,19,"Excision of Cecum, Percutaneous Approach, Diagnostic","Corrosion of second degree of left elbow, sequela"
332,Innojam,74,"Replacement of Right Shoulder Joint with Nonautologous Tissue Substitute, Open Approach","Motorcycle driver injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter"
333,Tazz,4,"Supplement Right Thumb Phalanx with Autologous Tissue Substitute, Percutaneous Approach","Strain of extensor muscle, fascia and tendon of left thumb at wrist and hand level, sequela"
334,Devbug,88,"Extirpation of Matter from Left Pleura, Percutaneous Endoscopic Approach",Presence of right artificial wrist joint
335,Feedmix,9,"Drainage of Ampulla of Vater, Via Natural or Artificial Opening Endoscopic, Diagnostic","Other secondary chronic gout, left ankle and foot"
336,Realcube,35,"Supplement Left Foot Muscle with Nonautologous Tissue Substitute, Open Approach","Hydroxyapatite deposition disease, right elbow"
337,Eamia,89,"Removal of Spacer from Right Elbow Joint, Percutaneous Approach","Periprosthetic osteolysis of internal prosthetic right knee joint, sequela"
338,Voolith,44,"Supplement Mesentery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach","Person boarding or alighting a heavy transport vehicle injured in collision with other nonmotor vehicle, initial encounter"
339,Wordify,79,"Excision of Adenoids, Open Approach, Diagnostic","Lateral dislocation of proximal end of tibia, left knee, initial encounter"
340,Linktype,95,Fluoroscopy of Abdominal Aorta,"Nondisplaced fracture of base of neck of unspecified femur, subsequent encounter for closed fracture with routine healing"
341,Mydeo,27,"Supplement Left Temporal Artery with Nonautologous Tissue Substitute, Percutaneous Approach",Other fracture of right ilium
342,Rhycero,37,Immobilization of Head using Brace,"Unspecified epiphora, right lacrimal gland"
343,Topicblab,84,"Replacement of Left Orbit with Nonautologous Tissue Substitute, Open Approach",Postprocedural hematoma of a respiratory system organ or structure following a respiratory system procedure
344,Npath,55,"Destruction of Left Upper Lung Lobe, Open Approach","Epidural hemorrhage without loss of consciousness, subsequent encounter"
345,Buzzster,40,Magnetic Resonance Imaging (MRI) of Sacrum and Coccyx using Other Contrast,Chronic pulmonary coccidioidomycosis
346,Aimbu,34,"Reposition Right Lower Extremity Bursa and Ligament, Open Approach",Nondisplaced fracture of proximal phalanx of right great toe
347,Tagchat,14,"Occlusion of Right External Carotid Artery with Intraluminal Device, Percutaneous Approach","Traumatic rupture of unspecified radial collateral ligament, sequela"
348,Vipe,57,"Revision of Internal Fixation Device in Left Clavicle, Percutaneous Endoscopic Approach","Partial traumatic amputation of right hand at wrist level, sequela"
349,Skaboo,6,"Drainage of Accessory Nerve, Percutaneous Approach, Diagnostic","Nondisplaced fracture of greater tuberosity of right humerus, initial encounter for open fracture"
350,Twitterworks,6,"Excision of Left Wrist Bursa and Ligament, Percutaneous Approach","Unspecified dislocation of right little finger, subsequent encounter"
351,Oyoyo,60,"Insertion of External Fixation Device into Left Femoral Shaft, Open Approach",Cerebral infarction
352,Linktype,45,"Division of Right Upper Leg Muscle, Percutaneous Approach","Unspecified myringitis, left ear"
353,Wikizz,20,"Excision of Rectum, Via Natural or Artificial Opening",Burns involving 20-29% of body surface with 10-19% third degree burns
354,Kwilith,6,"Removal of Infusion Device from Epididymis and Spermatic Cord, Open Approach","Nondisplaced fracture of medial phalanx of right little finger, initial encounter for open fracture"
355,Miboo,94,"Restriction of Right Common Iliac Artery with Extraluminal Device, Percutaneous Endoscopic Approach","Hemorrhoids in pregnancy, first trimester"
356,Linkbridge,16,"Drainage of Sacral Nerve, Percutaneous Approach, Diagnostic","Poisoning by anthelminthics, assault"
357,Roomm,8,"Excision of Right Lower Extremity, Percutaneous Approach, Diagnostic","Colles' fracture of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
358,Skimia,40,"Drainage of Hepatic Vein, Open Approach, Diagnostic",Varicose veins of lower extremities with both ulcer and inflammation
359,Devpulse,100,"Extirpation of Matter from Lumbar Vertebral Disc, Percutaneous Approach","Combined forms of age-related cataract, bilateral"
360,Feedbug,72,"Occlusion of Mesenteric Lymphatic, Open Approach","Unspecified fracture of first thoracic vertebra, initial encounter for open fracture"
361,Agimba,39,"Excision of Left Toe Phalangeal Joint, Open Approach","Jumping or diving from boat striking bottom causing other injury, sequela"
362,Realpoint,40,"Bypass Left Ventricle to Pulmonary Trunk with Synthetic Substitute, Percutaneous Endoscopic Approach","Other specified deforming dorsopathies, sacral and sacrococcygeal region"
363,Centimia,31,"Removal of Internal Fixation Device from Facial Bone, Percutaneous Approach","Toxic effect of arsenic and its compounds, undetermined, initial encounter"
364,Browsedrive,12,"Replacement of Right Sclera with Synthetic Substitute, External Approach","Unspecified injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, unspecified foot"
365,Topicstorm,66,Magnetic Resonance Imaging (MRI) of Left Knee,"Nondisplaced comminuted fracture of left patella, subsequent encounter for open fracture type I or II with nonunion"
366,Avamba,83,"Removal of Drainage Device from Lower Jaw, Percutaneous Approach","Other physeal fracture of lower end of right femur, subsequent encounter for fracture with malunion"
367,Jaxnation,79,"Introduction of Other Therapeutic Substance into Coronary Artery, Open Approach","Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, accidental (unintentional), subsequent encounter"
368,Wikizz,81,"Destruction of Left Ankle Joint, Percutaneous Approach","Contusion, laceration, and hemorrhage of brainstem without loss of consciousness, subsequent encounter"
369,Gigazoom,61,"Drainage of Left Peroneal Artery, Percutaneous Endoscopic Approach, Diagnostic","Pressure ulcer of right upper back, stage 3"
370,Zoomdog,75,"Bypass Esophagus to Ileum with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach","Strain of right quadriceps muscle, fascia and tendon, sequela"
371,BlogXS,54,"Subcutaneous Tissue and Fascia, Release","Open bite, left foot, sequela"
372,Centimia,32,"Introduction of Destructive Agent into Nose, Percutaneous Approach","Unspecified motorcycle rider injured in collision with pedal cycle in traffic accident, initial encounter"
373,Skidoo,48,Magnetic Resonance Imaging (MRI) of Bilateral Kidneys using Other Contrast,"Other injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg"
374,Dynabox,68,"Removal of Autologous Tissue Substitute from Vulva, Open Approach","Exposure to sofa fire due to unspecified burning material, sequela"
375,Divanoodle,25,Plain Radiography of Gallbladder and Bile Ducts using Other Contrast,"Stromal corneal pigmentations, right eye"
376,Reallinks,91,"Dilation of Left Anterior Tibial Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Open Approach","Displaced apophyseal fracture of right femur, subsequent encounter for open fracture type I or II with nonunion"
377,Layo,36,Osteopathic Treatment of Lower Extremities using Fascial Release,Benign neoplasm of other specified endocrine glands
378,Edgeclub,82,"Supplement Left Brachial Artery with Nonautologous Tissue Substitute, Open Approach","Nondisplaced fracture of posterior wall of right acetabulum, sequela"
379,Mycat,18,"Removal of Infusion Device from Testis, Via Natural or Artificial Opening","Person injured while boarding or alighting from other special all-terrain or other off-road motor vehicle, sequela"
380,Dynazzy,26,"Excision of Right Thyroid Artery, Percutaneous Endoscopic Approach","Abrasion, right lesser toe(s), subsequent encounter"
381,Eayo,78,"Reposition Right Temporal Bone with Internal Fixation Device, Open Approach",Dining room in other specified residential institution as the place of occurrence of the external cause
382,Zava,31,"Fluoroscopy of Thoracic Aorta using Low Osmolar Contrast, Laser Intraoperative","Superficial foreign body, unspecified knee"
383,Voolia,46,"Drainage of Right Ureter with Drainage Device, Via Natural or Artificial Opening","Sprain of unspecified ligament of unspecified ankle, subsequent encounter"
384,Roombo,98,"Revision of Nonautologous Tissue Substitute in Coccyx, Open Approach","Partial traumatic amputation of left shoulder and upper arm, level unspecified, sequela"
385,Mita,76,"Drainage of Lingula Bronchus with Drainage Device, Via Natural or Artificial Opening Endoscopic","Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified"
386,Kaymbo,72,"Removal of Interbody Fusion Device from Thoracic Vertebral Joint, Percutaneous Endoscopic Approach","Displaced fracture of lesser trochanter of unspecified femur, initial encounter for closed fracture"
387,Dabfeed,97,Light Therapy,"Injury of femoral nerve at hip and thigh level, unspecified leg, subsequent encounter"
388,Skyvu,19,"Replacement of Lumbosacral Joint with Autologous Tissue Substitute, Open Approach",Inhalant dependence with inhalant-induced psychotic disorder
389,Edgeblab,98,"Magnetic Resonance Imaging (MRI) of Right and Left Heart using Other Contrast, Unenhanced and Enhanced","Other superficial bite of left ring finger, sequela"
390,Yodo,17,"Dilation of Right Kidney Pelvis, Open Approach","Open bite of unspecified buttock, initial encounter"
391,Skilith,11,"Supplement Aortic Valve created from Truncal Valve with Autologous Tissue Substitute, Percutaneous Endoscopic Approach","Person on outside of car injured in noncollision transport accident in nontraffic accident, sequela"
392,Rhycero,35,"Reposition Right Foot Artery, Percutaneous Approach","Varus deformity, not elsewhere classified, right hip"
393,Vinder,57,"Excision of Intracranial Vein, Percutaneous Endoscopic Approach, Diagnostic","Polyhydramnios, first trimester, fetus 5"
394,Fanoodle,72,Hyperthermia of Mouth,"Salter-Harris Type III physeal fracture of unspecified metatarsal, subsequent encounter for fracture with malunion"
395,Eadel,41,Plaque Radiation of Jejunum,"Chronic gout due to renal impairment, left hip, with tophus (tophi)"
